sentence,label
এক রোষ্ট দিয়া আর কত? পারলে নিজের যোগ্যতা দিয়ে কিছু করুন জাতি ভালো পাবে ।,না
সব চাইতে ভালো হবে আপনার চ্যালেন থেকে নোবেলের ভিডিওটা ডিলেট করে দিলে ।,না
এতো গালি খাওয়ার পরে তাইলে লাইনে আসলেন ভাইয়া ।,হ্যাঁ
"বাঁশ নিয়ে কারও পেছনের খবর নেয়ার আগে, ভাবুন কেউ আপনার পেছনের খবর নেয়ার জন্য বাঁশ নিয়ে দাঁড়িয়ে আছে কি না ।",হ্যাঁ
মিঠা মিঠা কথা কইয়া পিছনে অাগুন লাগিয়ে দিবে ।,হ্যাঁ
আমি এমনটাই আশা করছিলাম। ফিডব্যাকটা ভালো আসুক।,না
আজকেও তাহসিনের পিছনে আগুন লাগাইছে ।,না
নতুন কারও মুখোশ উন্মোচন হবে বুঝতে পারতেছি ভাই। এত দিনে এইটুকু তো বুঝি আপনারে ।,হ্যাঁ
যতকিছুই বলো ভাতিজা আমরা তোমারে চিনে গেছি ।,না
সবাই এতো হা হা রিয়েক্ট দিতেছে কেন ।,হ্যাঁ
আমি জানি তাহসিনেশন সরি বলবে না। ওনি যা ভালো মনে করেন তাই করেন। অন্য দিক দিয়ে ভরে দেওয়ার চিন্তা আছে মেবি। তাতে আমার কি আমি তো টপ ফ্যান ।,না
কিরে এতো হা হা হা রিএ্যাক্ট কেন ভাউ ।,হ্যাঁ
বিমানের জানালার পাশে বসে হাওয়া খেতে খেতে উগান্ডা যাচ্ছিলাম আর মোবাইল গুতাগুতি করছিলাম। হঠাৎ এই পোস্টটা আমার চোখে পড়ে। পোস্ট টা দেখে হাসির চোটে আমার মোবাইলটা পড়ে গেল। কিন্তুু আমাকে তো হা হা দিতে হবে ।,না
শালা তুরে মহাকাশে নিয়ে যাবার ভং করে মাঝ পথে বিমানের ছাদে তুলে ফুটকি মারা উচিত যাতে নিচে পরে যাওয়ার ভয়ে পুটকি মারা দিতেই থাকিস ।,হ্যাঁ
হাই হাই আমি কি সপ্ন দেখতেছি নাকি ।,না
য় পেলে চলবে না এগিয়ে যাও বন্ধু ।,না
সবাই সবার ফোন নাম্বার দিয়ে যা ।,না
জাতীয় পশু ছাগল।ব্যাপারটা ।,হ্যাঁ
আপনি সাবস্ক্রাইব হাইড করছেন এটা হাইস্যকর ।,না
কেমনে কি দাদা ।,না
হায় হায় কন কী৷ভাই ।,না
"প্রাক্তন প্রেমিকা বার সরি বলার পরও মাফ করিনাই, আর তুই আমাগো ভিডিওর লোভ দেখাস?  বোকাচোদা! ",হ্যাঁ
মানুষের হোগা মারতে গিয়া নিজেই হোগা মারা খাইছো আর এখন আসছো ইমোশোনালি বুঝ দিতে তাইনা ।,হ্যাঁ
সাবস্ক্রাইবার হারায়া পাগলা কুত্তা হই গেসে ।,হ্যাঁ
এত কিছুর পরে আবার ভিডিও!   ভাইরে ভাই আপনার শরীরের চামড়ার প্রশংসা না করে পারতেছিনা। গন্ডারো হার মেনে যাবে। কেমনে পারেন ভাই ।,হ্যাঁ
"মোবাইল টিপছিলাম বিছানায় শুয়ে। হালকা মুতে ধরছে, ভাবছি  মিনিট পরে যাব।তোর  দেখে হাসতে হাসতে বিছানায় মুতে দিছি! তুই এখন বিছানা পরিষ্কার করে যাবি ।",হ্যাঁ
"আপনারা যারা এখনও আনসাবস্ক্রাইব করেন নাই তারা দ্রুত করে ফেলেন,কারন এখনও আপনার দাম লাখের মধ্যে আছে,কয়দিন পর শতকের নিচে চলে আসবে ।",না
 কে সাপোর্ট দিয়ে যারা ত কে ধুয়ে দিচ্ছেন তারা কি নোবেল এর পুরা সাক্ষাতকার টা পড়েছেন? নোবেল প্লে ব্যাক করার জন্য নোবেল এর সমতুল্য ব্যান্ড বাংলাদেশে নাই ।,না
বাইনসোদ কথাই কইস না তুই নোবেল রে তর বাপ স্বীকার করবি তার পর তর মাপ এর কথা উঠবো ।,হ্যাঁ
 হচ্ছে বাংলাদেশ জাতীয়তাবাদী ইসলামী ছাত্রলীগ! মানে সে একটা  চরম  সুবিধাবাদী লোক!নিরপেক্ষ সেজে এতদিন সাবস্ক্রাইবার ভিউয়ার কামিয়েছে!কিন্তু ওর আর শেষ রক্ষা হল না ।,হ্যাঁ
কিচ্ছু ভুল করেননি ভাই !! যারা ভিডিওটা পুরোটা দেখেছে তারা বুঝেছে !! ওয়ালা ভিডিও দিলে আপনার l সাবস্ক্রাইবার রাও ছেড়ে চলে যাবে ।,না
 কাকুর জায়গাটা এবার নির্ঘাত  ভাইয়ের দখলে যাচ্ছে  যোগ্য উত্তরসূরি   টপ ফ্যান ব্যান্ডেজটা গায়েব ক্যান ভাউ?,হ্যাঁ
এরপরে আবার কেউ ওঠতে চাইলে আবার তার পুটুর ভিতরে আংগুল দিবেন??নিজে না দেখলে আয়না দিয়া দেখেন আপনার শরীরে কতটুকু ময়লা জমা আছে ।,হ্যাঁ
"তো দিন আমার ধারণা ছিলো যেখানে অন্যায় হয় সেখানেই আপনি প্রতিবাদ করার চেষ্টা করেন,  সবাই বলতো আপনি ফেমাস মানুষ গুলোর পিছনে সব সময় লেগে থাকেন তাদের ভুল খুঁজার জন্য ।",না
কে লিনকিন পার্কের বকাল হিসাবে চাই! এদেশের ব্যান্ড সিন  যোগ্য নহে! লিনকিন পার্ক ব্যান্ডই একমাত্র নোবেলের যোগ্য ।,না
বেচারা মনে করছিল আর  রোষ্ট করে যেভাবে সস্তা পাবলিসিটি পাইছিলো এইরকম  নিয়েও করে পেয়ে যাবে.... কিন্তু নিয়ে ভিডিও বানিয়ে উল্টা রামধরা খাইছে... এখন নিজের পা**য় নিজেই বাইড়াইতেছে আর বলতেছে আহা!! কি ভুলটাই না করছি ।,হ্যাঁ
"ভাই কিসের জন্য সরি বলবেন, যারা আর  কথায় লাফায়। জাতীয় সংগীত চেঞ্জ করার কথা বলে, এইসব মানুষের কাছে? যারা গুজব এ হুজুগ উঠায় তাদের কাছে ।",না
"আপনি শুধু পারেন মানুষের পাছায় আঙ্গুল দিতে। আর কিছু না। দেশের কি অবস্থা- ডেঙ্গু জ্বর, মানুষ পিটিয়ে হত্যা, দেশের দূর্নীতি, শেয়ার বাজার লুট, দেশের আইন শৃংখলার অবনতি ।",না
"দেশের প্রতিটা সেক্টরে দুর্নীতিবাজ  সবাইকে লাগবে না। কয়েকজনকে রোস্ট করেন।   কিভাবে ঢুকছে, কত টাকা স্যালারি, কত টাকা কামাইছে, জায়গাজমি কতটুকু কিনছে,  ছেলে মেয়ে কই পড়ে কত টাকা উড়ায়, কিভাবে দুর্নীতি করে  জাস্ট  জানতে চান ।",না
"ভাই ও বোনেরা আপনাদের অবগতির জন্য জানানো যাচ্ছে যে, আপনাদের কেও কাওকে ভালো না লাগলে পেইজ টাকে রিপোর্ট মারবেন, কিন্তু প্লিজ গালাগালি করিয়েন না, সেও কোন মায়ের সন্তান, তার মা কোন দোষ করে নাই",না
ভাই আপনার পোষ্টে কমেন্ট করার জন্য নেট কিনে আইডি খুললাম। রেগুলার আছি আপনার পাশে। কে কি বললো ওসব পাত্তা দিয়ে ভয় পেলে চলবে না। এগিয়ে যেতে হবে,না
"খুশি হওয়ার কোনো কারণ নাই।।দেখবেন যে নেক্সট ভিডিও তে আরো বেশি করে ভরে দিবে।  বাই দা ওয়ে লাভ এন্ড রেস্পেক্ট ফ্রম """"আদর্শ জি বাংলা ফ্যান্স ক্লাব।",হ্যাঁ
ভাই ভালোবাসার একজন মানুষ। আমি দেখিনি বায়ান্নর ভাষা যুদ্ধ দেখিনি মুক্তির জয়-উল্লাস। আমি দেখিনি । তবে দেখেছি আপ্নার মতো উল্লুকা ফাঠাকে ।,না
"পাবলিক সেন্টিমেন্ট এখন ভারত বিরোধী,ঢাকায় বিশ্ববিদ্যালয় স্থাপনের বিরুদ্ধে ছিলো।স্বাধীনতা যুদ্ধের আগে লিখা এই গানকে স্বাধীন বাংলার জাতীয় সংগীত হিসেবে করা হয়েছে ।",না
জানি বিদ্রুপ করবেন। তো আপনি এটা একবার ও ভাবলেন না আপনি যাদের রোস্ট করেন তারা আপনার রোস্টের উত্তর দিয়ে লাইভ আসে স্ট্যাটাস দেই ভিডিও বানাই। কিন্তু সেসবের কিছুই করলোনা আপনি তাও ওরে নিয়ে মজা করলেন ভুলভাল বিশ্লেষণ করলেন।,না
এত খুশি হওয়ার কিছু নেই কারন  সরি বলবে শুধুমাত্র  গালিগালাজ করার জন্য । মনে হয়না নোবেলের জন্য সাফাই গাইবে।,না
ভাই সাবস্ক্রাইবারের সংখ্যাটা একটু শো করেন না প্লিজ? আমি আপনার ১মিলিয়ন সাবস্ক্রাইবার দেখার জন্য অনেকদিন ধরে অপেক্ষা করতেছি! ,না
"ওয়ান্স অ্যা মাদারী ইজ অলঅয়েজ অ্যা মাদারী   মানুষের পুন্দে আঙুল দেয়ার জন্য উঠে পরে না লেগে থেকে মাঝে মধ্যে নিজের পুন্দে আংগুল দিয়েন,  স্বাদ পাবেন আংগুল দেয়ার  ।",হ্যাঁ
"নোয়াখালীর মাটিতে সবই হয়, মেয়র আনিসুল হক, বীরশ্রেষ্ঠ রুহুল আমিন, ওবায়দুল কাদের, ব্যারিস্টার মওদুদ, শিরিন শারমিন চৌধুরী যেমন জন্মায় ।",হ্যাঁ
"এখনে সরি দেখে কেউ আবার নতুন করে সাবস্ক্রাইব করোনা, ডেকে নিয়ে না ভ্রে দেয় আবার, আজ ও মেবি আগুল লাগবে পিছে ।",হ্যাঁ
"দেখ ভাই তোর জীবনটা তো অন্যের পুটকির চিপায় আটকাইয়া গেছে,,সারা জীবন তো অন্যরা কি করে না করে ওইটাই দেখলি,, এবার না হয় রোস্ট বাদ দিয়া ভালো কিছু কর ।",হ্যাঁ
"যারা সরি বলবে ভাবছিলো তাদের এক পা ঢাকায় আরেক পা চট্রগ্রামে বাইন্দা, বিচি দুইটা কুমিল্লা বরাবর রাইখা, নোয়াখালী থেকে দৌড়ে এসে সারাদিন পিটাইলে যত না ভালো লাগতো ।",হ্যাঁ
"ভাই আপনার ভিডিও গুলো ভাল লাগতো। এখন কেনো যেনো আপনার ভিডিও গুলো আর ভাল লাগছে না। আমার কাছে মনে হচ্ছে, আপনি আপনার জায়গা থেকে সড়ে গিয়েছেন ।",হ্যাঁ
সবক্ষেত্রে বাড়াবাড়ি করার ফল ভাল হয়না!!নোবেলের জনপ্রিয়তায় কেউ নোবেলকে সাপোর্ট করেনি।নোবেল বাস্তবসম্মত একটি কথা বলেছে এবং মেজরিটি মানুষ তা সাপোর্ট করেছে  ।,হ্যাঁ
বাল পাকনা হওয়া ভালো কিন্তু সব জায়গায় নিজেকে জাহির করে বাল পাকনামি দেখানো ভালোনা!থেকে ভাড়ত প্রেমীরা।শিক্ষা নিতে পারে ।,হ্যাঁ
"বাইন*দ ,এক ঘন্টায়  সাবস্ক্রাইবার কমে গেছে । মিলিয়ন এর আশা আর করিওনা চান্দু। তোফ্যান ছিলাম । কিন্তু তুই এখন লজিক্লেস কথা বলস।",হ্যাঁ
"কে জি এফ তে আধীরার ক্যারাক্টর প্লে করতেসে, এ নিয়ে আপনার মতামত কি?..সঞ্জয় দত্ত কি ভুল করছে না ঠিক ।",না
" বক্তব্যের ভুল ব্যাখা করে,হুদ্দাই  পেছনে লেগে তাহসিন যে কত বড় ভুল করেছে এটা হয়তো ওনি আস্তে আস্তে অনুধাবন করতেছে ।",না
প্রেমিকা ছেড়ে যাওয়ার পরও তাকে ক্ষমা করেনি আর তুমি আমাদের ভিডিওর লোভ দেখিয়ে ইমোশনাল করে কি প্রমান করতেছো?  মগা কোথাকার ।,হ্যাঁ
" চুলকানি টা আসলে এই জায়গায়।  বেচারা কত কষ্ট করে ভিডিও বানায়, অথচ এতোদিন হয়ে গেছে বেচারার এক মিলিয়ন সাবস্ক্রাইবার হয়নি, আর মাত্র আট মাসেই  মিলিয়ন হয়ে গেছে।",হ্যাঁ
রোস্ট করার ইতিহাসে এটাই মনে হয় প্রথম যে বলছেন  সত্যি কথা বলেন হারানোর ভয়ে এসব বলেন নাই তো । ,না
কথায় ভেজাল আছে??  ঠিক না বেঠিক??,না
"কি ব্যাপার অন্যের হোগায় আঙ্গুল দিতে দিতে নিজের হোগায় ফট করে ঢুকে গেছে? ব্যাপার নাহ, গ্রিজ লাগাইয়া আবার শুরু করে দেও ভন্ডু ।",হ্যাঁ
কুত্তার লেজ কখনো সোজা হয় না ।,হ্যাঁ
উদ্ভট প্রানীরে ভাই তুই। আল্লাহ মনে হয় তোরে আগে ছাগল বা গাদা এই টাইপের কিছু বানাতে চাইছিল কিন্তু পরে মানুষের রূপ দিয়ে দিছে। দেশে আসলে সাফারি পার্কে দিয়ে দিবনি।,হ্যাঁ
তোমরা কি ভাবছো?  সে যা বলছে তার লাইন থেকে ছুটে আসবে? সে  কিছু ফ্যান যারা গালিগালাজ করে অলটাইম তাদেরকেই কথাগুলো বলতে চেয়েছিল ।,না
সালার পুত আমি তরে আগেই কইছি ভোট করে ভিডিও টা মেইক কর তার পর তুই বিবচনা করিস তুই তা করিস নাই।,হ্যাঁ
",অনেক আগেই বুঝেছি তোমার কাণ্ডকারখানা।।। সাবক্রাইব বাঁচাতে হলেও অন্তত সরি তো বলছ। কিন্তু তোমার ফান গুলো ডেঞ্জারাস ভাই। তোমাকে একজনো ফলো করবেনা সরির ব্যাপারে ।",হ্যাঁ
"কে আরো ভাইরাল করার জন্য ধন্যবাদ  পোস্ট টা দেখার পর নোবেলম্যান অজ্ঞান ছিলো,মাত্র জ্ঞান ফিরলো,ফেরার পরপরই কমেন্ট করলেন ।",না
মনে হইতেসে রৌদ্রের তীব্র সোদনে চোখে জাফসা দেখবার পাইতাসি জয় বাংলা  ভাইরে  দিয়া শামলা ।,হ্যাঁ
ভুল কিছুই বলেনি  সে তার নিজের ব্যক্তিগত মতামত প্রকাশ করেছে। এখন আপনি নিজের সাবস্ক্রাইব বারানোর জন্যে অন্য মানুষের হো আংগুল দিবা নিজে তার ফল ভোগ করবা না ।,না
তোমারে অাগেই বলা হয়েছিল এই কথা। তারপরও তুমি ভিডিও বানাইছো।অামি জানতাম এমনই হবে।তোমাকে বলেছিলামও তোমার সাবস্ক্রাইবার অর্ধেক কমে যাবে ।,না
বাড়িওয়ালা মেয়ে তুমি যদি আমার এই পোষ্ট দেখে থাকো তাহলে পানির টাঙ্গিটা তারাতারি ছাড়ো আমি কমোডে বসে আছি হাগু দেওয়া শেষ কিন্তু পানি নাই ।,না
"মানুষ ভুল করবে এটাই স্বাভাবিক আর ভুল স্বীকার করতে পারাটাই সবচেয়ে বড় কাজ।এটা কয়জন ই বা পারে!!মানুষের কাজ হচ্ছে কথা শোনানো,যখন ভালো কিছু দেখবে মাথায় তুলে নাচবে ।",না
"সাবস্ক্রাইবার কি দশকের ঘরে চলে আসছে ভায়া??? আর কত মানুষের পু**তে আঙ্গুল দিবেন। এবার নিজের পু**তে আঙ্গুল দেন, আর যত খুশি চুলকান।বেটা রামছাগল নিজেরে পাঠা ভাবে ।",হ্যাঁ
ভাই সব টপিক পাবলিক এতো খাবে নাহ্  সাপিন টপিক টা ঠিক আছে আর ইদানিং রেগুলার ভিডিও দেখতে দেখতে বোরিং লাগে আগের অবস্থায় ফিরে যান সময় নিয়ে বুঝে ভিডিও বানাবেন ।,হ্যাঁ
"সাবস্ক্রাইবার একটু ঢেলে দি,ঢেলে দিবো?",না
 চোদার সময় নাই।  এগিয়ে যাও। সালা বলে বাংলাদেশে নাকি ভাল কোনো গায়ক নাই। ভাল কোন ব্যান্ড দল নাই তার গুলাই নাকি বেস্ট জুতা মারি তুর কপালে ।,হ্যাঁ
আপনার মতো  সবসময় বাঙালিদের প্রতীভাকে দমিয়ে রাখতে উইঠাপইড়া লাইগা আছেন  কী ভাই সহ্য হয়না বাঙালিরা এগিয়ে গেলে কী আপনে পিছাইয়া যান নাকি ?,না
স্ক্রিনশটবাসী আর এডিটিংবাসী রাজপথে নামলে কুকুরের লেজ ও সোজা হয়ে যায় তার বাস্তব নমুনা তাহসিনেশন এই তাহসিইইইইইইইইইইইইইইন!!,হ্যাঁ
"কারেন্ট ফুরিয়ে গেছে ব্রো? চিন্তার কারণ নেই ব্রো,রুপপুর পারমাণবিক বিদ্যুৎ কেন্দ্রের শুভ উদ্বোধন করা হবে আপনার হো*য় সাপ্লাইহের মাধ্যমে।তখন বাংলাদেশের এসব বা*ছা* সেলিব্রিটিদের পিছনে না লেগে বিশ্বের সবচেয়ে ভিডিও বানাইয়েন।",হ্যাঁ
 ভাইয়ের রোস্টিং ভিডিওটা মনোযোগ দিয়ে দেখলে এত গালাগালি করতো না উৎসুক জনতা।  সম্পূর্ণ সাক্ষাতকার পড়লে বোঝা যায় তাহসিন ভাই কি বলতে চায় ।,না
এখন পরিবেশটা অনেক সুন্দর তাই না?? কোনো হৈ চৈ আছে?? তারপরেও একদল মানুষ আনসাবস্ক্রাইব মিশন ঠিকই চালু রাখবে! কিএক্টাবস্তা !,না
"আমি স্বপ্নে দেখছি আপনি ডেঙ্গু মশার কামড়ে আক্রান্ত হয়ে হাসপাতালে আছেন,,   ঘুম থেকে উঠে দেখি আমি বাংলাদেশ থেকে স্বপ্ন দেখছি ।",না
"সব যায়গায় পা ডুকাইলে সমস্যা, যাক বাবু বুঝতে পারছো  ।  নেক্সট টাইম জরুরি কোন বিডিও করবা, সব কাজে নাক গলাবে না ।",হ্যাঁ
আমি লঞ্চে করে ঢাকা যাচ্ছিলাম ঢাকা যেতে অনেক লং সময় তাই ফেসবুকে টাইম পাছ করছিলাম। তাহচিনেচনের পোস্ট  স্ক্রিনে ভেসে উঠতেই  হটাৎ মাঝ নদিতে ভয়ংকর ঝড় উঠলো ।,না
" ভাই আপনি কি জানেন? - """" সেন্টিমিটার ব্যাসার্ধবিশিষ্ট একটি গাছের চারপাশে যদি আপনি সমদৃরত্ব বজায় রেখে কিঃমি/মিনিট বেগে সমদ্রুতিতে প্রদক্ষিণ করতে থাকেন তাহলে আপনি নিজের গোয়া নিজে মারতে পারবেন ।",হ্যাঁ
"কোন এক মনিষী কথাটি বলে গে গিয়ে মারা গিয়েছিল, তিনি বলছেনঃ হোগায় নাকি বাঁশ ডুকলে পোলাপান নাকি সরি বলে! বাঁচারা আজ বেঁচে থাকলে তুই শুয়ার টার বিঁচি টিপে দিত ।",হ্যাঁ
আমি এখন ও আপনাকে কিছুই বলি নি আশা করি নিজের ভুল বুঝার ক্ষমতা হয়েছে আপনার যাই করেন ভেবে চিনতে কইরেন ভাই অনেক আগে থেকেই সাপোর্ট দিয়ে আস্তেছি! ধন্যবাদ ।,না
এখন পরিবেশটা অনেক সুন্দর তাই না?? কোনো হৈ চৈ আছে?? তারপরেও একদল মানুষ আনসাবস্ক্রাইব মিশন ঠিকই চালু রাখবে! কিএক্টাবস্তা !,না
 আর আপনার মাঝে আমি কোনো অমিল পাচ্ছি না..দুই জনই বকচুদ...দেশে যদি কেউ এক্টু জুড়ে পাদও দেয় এইটা নিয়াও আপনাদের ভিডিও বানাতে হবে ।,না
ভাই পরিবেশটা সুন্দর না! কোন হইচই আছে? বুজলে বুজপাতা না বুঝলে তেজপাতা। চিল্লাইয়া মার্কেট পাওন যাইবো? কি কথা ক্লিয়ার না।,না
চারটা ফোন পাশাপাশি রাখছি সমান্তরালভাবে ডিজলাইক দেয়ার জন্য।,না
একটা পার্সোনাল অপিনিয়ন কে কেন্দ্র করে সমালোচনা করা আপনার একদম ই উচিত হয়নি। সমালোচনা করার মতো নোবেল কিছু বলেনি বা করেনি। শুধু মাত্র ব্যাক্তিগত অভিমত ব্যক্ত করেছে ।,না
তার কোন ট্যালেন্টই নাই। কনসিস্টেনলি ঘটে যাওয়া ঘটনাগুলোর পুনরাবৃত্তি করে সে!! আবার ওগুলোকে নিউ ওয়ার্ড রোস্ট দিয়ে চালায়।,না
"এতদিনে তাহসীনেশন রে যতটুকু চিনেছি যে তাহসীনেশন যা ই করেনা কেন ভেবে চিন্তেই করে, এমন কাজ কখনোই করেনাই যেন তস্র জন্য পরে তাকে মাশুল দিতে হয় ।",না
"অপরাধ করার পর ( যদি তাহসিনেশন করে থাকে) যদি তা ভুল হয়েছে তা বুঝার বোধ উদয় হয়ে অপরাধীর মনে তাহলে অপরাধীকে ক্ষমা করা উচিত,  যদিনা সে বারবারই একই অপরাধ করে ।",না
"ভাই আপনার অনেক বড় ফ্যান ছিলাম, আপনি এখন দেখছি  যে একটু পরিচিতি লাভ করে তার পুন্দে আঙ্গুল দেয়ার ধান্দায় থাকেন,  আমি নোবেল এর ফ্যান ও না  ও যা বলছে খোলাসা করেই বলছে ।",না
ইস্যু রে টিস্যু বানানোটাই আপনার কাজ।এতে নিজের লাভ ছাড়া কি কারো লাভ হচ্ছে বলেন?শুধু শুধু নিজের ফেম পাওয়ার জন্য আরেকজনের ক্যারিয়ার নষ্ট করছেন।ছাত্র আন্দোলন এর সময় কোনো ভিডিও আসছে ।,হ্যাঁ
"আমি জানি এখানে অনেক লোক কমেন্ট পড়তে আসবে,  তাই বলছি, আমি একটি জাঙ্গিয়া বিক্রি করবো।এক বছর পরেছি এখন পরলে চুলকায় তাই বিক্রি করে দিব। কেউ কিনে বস্তিনেশনের মুখে মারতে চাইলে ইনবক্স করুন ।",না
"সব কিছুর একটা লিমিট থাকে,,,সারেগামাপা শেষ হতে না হতেই চাইছিলার ফেইম টা নিজের করে নিতে,,,দূর্ভাগ্য ।",হ্যাঁ
টার একটা..আপনি  এর সকল ফ্যানদের বেজন্মা বলেছেন আবার পরের ভিডিওতে কথা ঘুরিয়েছেন.. এর সব ফ্যান আপনাকে তো গালি দেয় নাই.আর আপনি যখন মানুষকে নিয়ে রোস্ট করেন তখন তো ঠিক-ই নিজের ফ্যানদের গালিতে গিয়ে লাভ ?,হ্যাঁ
"জানি এখানে অনেক লোক কমেন্ট পড়তে আসবে, তাই বলছি, আমি একটি জাঙ্গিয়া বিক্রি করবো।এক বছর পরেছি এখন পরলে চুলকায়  তাই বিক্রি করে দিব। কেউ কিনতে চাইলে ইনবক্স!",না
" ভাই আমি সত্যি সত্যিই আপনার অন্ধভক্ত ছিলাম। একথাও  সত্যি আমি  এর কোন কালেও ফ্যান ছিলাম না। আপনারা অহমিকা আপনার পতনের  মূল কারণ,আমি অতিসাধারণ একজন মানুষ হয়ে কখনোই আপনার মতো অসাধারণ এর কন্ঠে অশ্লীল ",হ্যাঁ
আমি রাস্তায় দাঁড়িয়ে ছিলাম। তোমার পোস্ট দেখে দুঃখে লুংগির এক কোন ধরে চোখের পানি মুছতে মুছতে আবিষ্কার করলাম যে আমার ইজ্জত আর নাই ।,না
"মজা পাইলাম  যে সারাদিন অন্যের দোষ ত্রুটি খুঁজতে থাকেন, এক সময় আল্লাহই তার দোষ ত্রুটি গুলো উম্মুক্ত করে দেন ।",না
 বিডিও যেখানে দেখা যাবে সেখানেই ঐ ভিডিওর গণধোলাই দেওয়া হবে আছি  তুমি সোনার চান রং দেখেছো রংঙের ডিব্বা দেখছ না ।,হ্যাঁ
পরিবেশটা সুন্দর না? কোনো হৈ-চৈ আছে?,না
তুমি মিয়া মানুষের বাল ফালানিত থাকো পারলে নিজে কিছু করে প্রুভ করও হারাদিন অন্য মানুষের হুগার গন্ধ নেওয়ায় ব্যাস্ত,হ্যাঁ
"য়ে  ভাই! আমি পুরনো আপনাকে চিনি, জানি কতটা স্যাভেজ হতে পারেন! গো অন,গো অন!   অধিকাংশ মানুষগুলো যারা কমেন্ট করছে, তারা পোস্টের মানে বুঝেইনাই",না
পরিবেশ টা কত সুন্দর না.?   কোন হৈচৈ আছে তাও  দেখবেন  এর ফেন রা বলবে তাহসিন নেশন ভালো না   ভাই ও বলে আমি তো ভালা না ভালা লইয়া থাইকো,না
পরিবেশটা শান্ত ছিল । আবার হৈ চৈ হবে। ঢেলে দিই ।,না
"দুঃখের বিষয়  খুব ভালো কপি করতে পারতেন,,,, আমার সোনার,,, বাংলা গানটি সেই সময়র সংগীতশিল্পী কোথায় পাবো গানটির সুর এর থেকে কপি করা ।",না
ব ভালো জানতাম আপনাকে । যে দেশে মানুষের মত প্রকাশ করলে মানুষ জানোয়ার হয়ে যায় ঐ দেশে জন্ম নিয়ে খুব ঘৃনা হয়।যখন শুনলাম তখনই আপনার ইউটিউব চ্যানেল আনসাবক্রাইব করে ফেলছি।আর কোনো ভিডিও দেখার ইচ্ছা নাই ।,না
"আগে তোমার ভাবা উচিৎ ছিল চান্দু , কোথায়  , আর কোথায় তুমি ,  নিজেকে অনেক বাল পাঁকনা ভাবার কিছু নেই",হ্যাঁ
ভাই  নিয়ে বলা কথা ঠিক আছে কিন্তু বেজম্মা জম্মের ঠিক নাই এই রকম কথা বলা ঠিক হয় নাই। আর আপনার কিছু কথা মুসলিম ধ্যান ধারণাকে চরম ভাবে আঘাত করে ।,হ্যাঁ
"ভাইয়া তুমি এক জিনিস, মানুষের ক্রিটিসাইজ করার মত লেইম জিনিস পৃথিবীতে আর নাই। আর। দোছনের ঠেলায় তো মাথা নষ্ট অবস্থা, ভাভারে ভাভা কেমনে পারিস ভাই ।",হ্যাঁ
বেশিরভাগ ফ্যান'ই অপ্রাপ্তবয়স্ক ।,না
চিপ মাইন্ডেড একেকজন। একটা রিয়েলিটি শো'র পারফর্মারের কভার গানের ফ্যান যারা হতে পারে তারা আর কেউ না বস্তির পোলাপান  ।,হ্যাঁ
দুঃখিত ছোট্ট বংধু ফোনে এমবি না থাকায় তোমার ছবিটা দেখতে পারলাম না ।,না
"ফ্যানস রা গালি দেয় কি না এটা যাচাই করার জন্য,,  প্রেসিডেন্ট পুতিন গতকাল আন্তর্জাতিক বিমানবন্দরে অবতরণ করেন ।",না
দুজনের কারোর পক্ষেই কিছু বলবো না। নাহলে গালি খেতে হবে ।,না
এম্বি না থাকায় কমেন্ট করতে পারলাম না আয়েম স্যরি ছুটুবায় ।,না
কোন কথা হবে নাহ বস্তিনেশনস ভাইয়ের আই আই আই গান টাই জাতীয় সংগীত  দেওয়ার জন্য আন্দোলনে নামবো  সবাই প্রস্তুত আছেন তো?,না
চলন্ত বাসের সম্মানিত যাত্রী ভাই বোন ও বন্ধু গণ আসসালামু আলাইকুম। আপনারা যারা পেন্টের নিচে নিচে জাঙ্গিয়া পড়েন নাই তারা হয়ত বিভিন্ন সমস্যায় পরেছেন।,না
"একটা কথা ভুল বললেন ভাই। জাতীয় সংগীত শুনলে শুধু শরীরের পশম দাঁড়িয়ে যায়না, চোখ দিয়ে পানি বের হয়ে যায়। সত্যি ভিডিওটার শেষে জাতীয় সংগীতটা শুনে চোখ দিয়ে পানি চলে আসলো ।",না
"এর মধ্যে অহংকার প্রবেশ করেছে, যা তাকে শেষ করে দেয়ার জন্য যথেষ্ট ।",হ্যাঁ
"জানি এখানে অনেকেই কমেন্ট পড়তে এসছে,তাই বলছি আমি একটি জাইঙ্গা বিক্রি করবো,১ বছর পরেছি এখন পড়লে চুলকায়,তাই বিক্রি করে দিবো,কেউ নিলে ইনবক্স ।",না
ভাল লাগলো তিলকে তাল বানানের জন্য...আপনার যে বুঝার ক্ষমতা কম জানা ছিলো না ।,না
যে বলেছে 'নোবেল ম্যান' ছাড়া তার গানের সাথে ব্যাটার আউটপুট দিতে পারবে না। এখানে সে  নিজের কথা বলে নাই। বলেছে তার ব্যান্ডের কথা ।,না
ভাইয়া  এর পেছনে লেগে বোকামি করলেন?,না
আপনাকে আনসাবস্ক্রাইব করার মিশনে নেমেছে ফ্যানরা। এবার বুঝাই যাচ্ছে দেশটায় সেন্স অব হিউমার কোন অবস্থায় আছে  ।,না
